ID,Is_Lead
LXHCDSVH,0.16610222
BNIUPSVK,0.08634003
FW3QI3WW,0.078106955
IEEUGXMY,0.85209864
FVVXDLBO,0.058750685
UC2JJB6Y,0.076910995
3WPAHP52,0.5098664
HDTCJJOE,0.5440865
UCSB9GKK,0.0669118
HANBFYTH,0.1094241
FLUU2HNV,0.050322488
64PIYWDJ,0.23041922
9AHNH8ZX,0.860591
KLHUI2SE,0.0729856
YRHYUJFW,0.8482386
G5RWWH7F,0.17945248
SCBT9BAX,0.02086412
UGZGLVNB,0.27493805
2RRNUFBV,0.8396659
B6O59TEY,0.4565375
CYHRRYH6,0.04924336
GGYZVHWU,0.07834362
K6AM97RN,0.07578621
ATM5JQYM,0.07604777
7GYZSGWA,0.048759155
DFWUDQCR,0.17121944
E2Z98CR3,0.8380119
GD9KTSLY,0.051407807
2AMRA4OD,0.10401798
CFHZ3ZE6,0.46403092
BOMLVM5K,0.052004747
OBBEGBSY,0.4722609
FJEHOK8W,0.03814761
3GMAEVPJ,0.09728611
WAVDLUTH,0.053535387
6EN8GZX6,0.105351105
VXGA3GKB,0.16366574
U4MZ3U8C,0.5037079
GU4RDP8S,0.8637676
N3TPNHCD,0.09594297
JRRHWQC8,0.61733925
NZ5GBHZK,0.039402902
LCUC2LAJ,0.8340455
DJDSU9D2,0.8990962
647K6DBR,0.06570143
7NFXVESK,0.07704675
EWUWF25N,0.0537079
7QKYPLA8,0.061588965
XQVXWBNO,0.05508726
CNWH4MVA,0.055581417
AFJUJFQD,0.078944676
QKMFDX9H,0.1624908
YYMB5QBY,0.06534301
IRY3SEX7,0.23949532
CUAUZJH8,0.1786416
JYFUYQF5,0.3182722
I4NYEDFE,0.5376566
M3RSPRGQ,0.13454506
JIL3KWQN,0.108177334
X4B5ZBWU,0.13824314
AHYTHHSE,0.05127081
E7EHQEQK,0.35132343
FAMHAVN3,0.8312307
CCGKCTR6,0.06383986
6DTSELRV,0.052920714
LU8X3G6O,0.23631127
NPFDAUJY,0.051233593
DR9PXCFU,0.024215918
SHVZMWBV,0.06203912
8TGXGZHX,0.22760732
IKRSHJFW,0.1751455
TYKRZDCP,0.4882807
9IDA3L7P,0.09940106
ASOWCMDB,0.05806439
KZ5J2JGC,0.8500321
D5UCFKTV,0.047875114
2N8FFP7W,0.04230614
SA36MTFS,0.026818868
8UDMURUH,0.11473574
7VSQV6QN,0.13700987
IFUG9NC5,0.045737077
EQXDLQRG,0.19493183
JAR8YY9J,0.08593854
BS4TAF6M,0.052380595
WQJ9SPT9,0.79538363
7QHT4ON2,0.052068755
FNGPQN7B,0.11918272
DDOMDZRU,0.59897536
QYR9HXHP,0.25882533
S4NGXFXY,0.018947814
NOJ2KSCC,0.8266585
ZD2JRUNB,0.4454626
GZIPTSNN,0.044060454
LCFYUVE9,0.8494198
PPANVU9W,0.0497635
DRPV9STB,0.07634717
AFSPF3WZ,0.98467743
GPXEUNND,0.85457975
NSADMDSM,0.05609373
CKWJU8RQ,0.53342396
F7MNZSSU,0.04995157
BDGVMPZY,0.5700804
IA3MSRTR,0.08121963
JD3WTPMG,0.2903525
QT6DF6EW,0.83664185
NVDEMCZ2,0.0524676
9B6UTJVT,0.060519885
U6QYES9J,0.023082236
DZQPDSPS,0.1501408
CRGXVSBF,0.8709213
XIHJYS2V,0.61708236
7X2MC5GZ,0.8287064
ZBDVXTM5,0.050234903
UUBQPBR5,0.07742888
CUMZFBTD,0.09522715
E7QXYSQN,0.022063479
6UQAJP48,0.06743675
QHWB768Y,0.05645595
R6RXMXOJ,0.1843621
WXQGZG5K,0.037123248
GCUFKLHG,0.05687335
SJX4372M,0.05147083
VGEAMUZZ,0.101124115
ZWDXVKDF,0.84332657
WGMRCYLR,0.04971168
SI43K5CY,0.09390651
DSNBS2RS,0.16035612
XIMZCKSR,0.36971024
VEW9FXHT,0.019520335
JZJHDDDJ,0.38342488
4TYUR5HA,0.4266603
UHCDFDRX,0.21837938
E5QMOFUM,0.09691244
PSNVWDZH,0.060366306
5IQSWONG,0.0635684
CEAZEPY4,0.9953621
2TNRJXRX,0.022838758
BFROCARA,0.050630763
GRTJMRKM,0.017980054
6EDAM4EU,0.08422708
NRDB58KL,0.05520028
TCPJCWZR,0.037723437
KG8LD2BE,0.036844853
FHZ3XFDV,0.12597905
NZKCSDZ4,0.21200795
6DG6KJG4,0.049247615
BVPKDUNU,0.3180672
APR4PQ6X,0.04745833
HPWS8YFG,0.116729245
VRPBGTPU,0.057031084
XBCSX7G7,0.040415913
KEH3G8UA,0.15456732
WXNAVFLT,0.047645163
8J8NJ7M6,0.112810895
D4UW7Y85,0.05976129
SZRESXN7,0.050262507
UUQSXK5T,0.05586597
GPMUKOVY,0.34066212
6FYOKAZ5,0.17080414
ENUB4N9S,0.1838713
KERBCSGE,0.99600047
7HTA4C6J,0.83707255
4BTVMT6W,0.05092327
MR3J9USD,0.25899696
7S83FNQW,0.5913526
MSOKLC7S,0.025059596
GFMNATHU,0.042745996
NG4ABA6H,0.94974
3GFHRAQY,0.2826464
BCSGZZPE,0.12697083
PQ9MCGZC,0.08187902
K7N596CG,0.053129826
8RUL6JEE,0.06799677
CVOFJRMP,0.057422727
B4FQX4HG,0.050736345
W7HAQKDV,0.05836624
8C5PKJ7G,0.05730618
E4GQJZSQ,0.041490503
UENREGNV,0.8084498
CC4LYHEW,0.8285544
GDKGLTBT,0.06486524
G3ER8CGX,0.0566331
ZG4KT59X,0.025291203
LW93KJMZ,0.47490942
9AR5FBSQ,0.42567557
FHLWDMRV,0.09408317
EON5DCWD,0.9873325
J8UXTMYV,0.22800097
IXBW5HZH,0.04603229
LDHQB458,0.055126294
GNHTIKF3,0.045844965
8NO22KTE,0.024364682
SGJFSSJK,0.17356308
TD8D3NDD,0.060872644
8RQ27JGU,0.85770833
A8GKBMBO,0.78233224
ODVMNUDE,0.53441447
EA5CRL7L,0.048391026
6UI7RPCH,0.30887884
7BJYM94L,0.051465034
X3PZJF7F,0.45854953
YCSSMPV7,0.50087893
4EV9VXL8,0.4481953
IPNJFQTY,0.19617526
XPWNJRJC,0.032022964
3WHNSBRB,0.17897254
U245YKM8,0.04546115
68EFFKBB,0.8274346
NEUII7AB,0.9919288
F7CSLYWT,0.050313223
5EOMOZHG,0.15636355
6CYUTUFN,0.3565367
K7YUC8LF,0.27233875
LSMCXMXA,0.046938516
AALPBPBP,0.051990144
ZPX6VOH2,0.07614791
CDBFWQGM,0.117439374
JUQ76NJV,0.77882636
QHE7UULR,0.04982436
JRMNMZJA,0.053952333
GZ4EZZFX,0.14798932
9L9JFIAR,0.5773386
GTOE4RN4,0.18665428
CUYE7ST4,0.30120903
FFM6DHEA,0.8626242
5XUK7XLZ,0.46120867
4HTGJEEZ,0.04932329
RWYBAMRG,0.139813
RQZGBGGN,0.84640807
ITVSUTU9,0.19773237
6UMDX7NQ,0.4453403
4IVKAFYY,0.5155997
ZKYOSQEU,0.5423412
9JYXIDL4,0.9821654
XNURWQBT,0.050167765
HVNIJFQC,0.046916824
CGGVBJKZ,0.99471045
JO9DV3NY,0.8484323
EYENUQR9,0.36220136
FPU4ZI8H,0.07329522
2MALVTY4,0.09079318
QN4REV7D,0.052124493
27F5ZEQA,0.07525486
MKJUE4K2,0.09129973
4ECWF4DN,0.04848939
KWBJAQMY,0.040717196
3YAW8OEY,0.11364847
ZHHFH7H9,0.86273384
BO2822VM,0.10840674
NQZUPVUA,0.03900589
MUT2PZ7T,0.34248337
2MFKPCPS,0.8425373
4RLVOVMJ,0.6305676
JISGN7XF,0.050482415
NNOFHDAC,0.04935742
ODE23CPW,0.020475449
ZNTYNFME,0.22402498
NQM48VKU,0.10379563
DGVBCYY7,0.04964203
9F38NUKC,0.15977195
3Z7KCIZS,0.039044794
ERAX3STD,0.05396928
N9TCDYYG,0.04379358
R4UMWUZK,0.07907929
CPERTJBJ,0.09980473
4XK5BMA9,0.042784154
2PKDM5B2,0.045319602
SW5GTHZN,0.38086092
ATJAEQCJ,0.10499015
NHNXBSFY,0.1676047
NRGYTYZJ,0.043381654
UZNABWAT,0.05438718
CVP3VZN5,0.08153329
JEAYZXKC,0.047362376
87LFEVTZ,0.31519607
N7ZEJ2CQ,0.049420796
AQT3ADAP,0.05176132
WC8ROKF8,0.050086167
D9HWEXEV,0.09944476
MMHWGZCN,0.050978754
YKCAQFHU,0.27219996
NDPFBA9X,0.39826217
3T6C7AEA,0.2219011
GZWB38J9,0.04098852
OFTXYNYQ,0.054603692
QYZQIXBJ,0.45349616
N7PJT5HO,0.07051144
JP2PNX9X,0.20114248
N3FUZDIH,0.051507566
UXKAVBLS,0.024110096
G24JWDKS,0.042169884
HQOKKQVX,0.20733657
HTXFVZZG,0.050381653
3TJKVA4J,0.044139404
CRGS7FPX,0.04169495
BTRJTMR3,0.106778316
ERLPQML7,0.023227943
9FDFXYAW,0.48337367
MEEKFDZZ,0.050446115
ZGY8ETLW,0.24610642
AXVUJHT9,0.043986406
35ILRW7D,0.47891632
DR2U5JQX,0.077328146
WHZ7CEY6,0.27516696
UCPMS2KF,0.05318989
HB6MJHDN,0.26085094
7NWFPJ2X,0.11556329
4QXD6K4K,0.17624022
D6H3RTAZ,0.12857693
L67WSXUY,0.091818154
IXHVY78L,0.06651132
H6KE88O6,0.30510092
EAPKN7G8,0.99633896
GQXJSFJE,0.18472256
BVHSRABV,0.051424142
DUY76GFX,0.15197606
O7H9KPSD,0.35391077
6EDBA5AN,0.082615614
V24CAXFM,0.06950512
SERPSAWP,0.023591258
H47QYY5K,0.06629317
5TYQNFPE,0.37378138
HGDB7KMR,0.51228625
DWH8Q2S3,0.1992122
USNBQZAK,0.048091486
I89VR4AB,0.074476406
ATZVVXWJ,0.47244373
HOKP6ZTS,0.07106758
ZDKT2SSW,0.051208843
DK5HJYQE,0.039616264
ABKW7FGW,0.07986902
BCSW3W7T,0.049630303
6T4VNEWD,0.6159925
XBALBNYB,0.30635688
NWMJR3W5,0.051841155
Q5BJ4ULE,0.04826159
DOFSPEWD,0.8323679
ANX8FUBJ,0.04847616
KPR67SVO,0.023802727
44EV7IJE,0.051917017
VZEK4IOK,0.4849182
CZMKWRQN,0.05368246
VGQUQLXT,0.17095302
MS6GASNJ,0.033136014
4ENG9TKV,0.81138974
UHRRWLGR,0.05482913
APFSHZYP,0.057361655
M7MURWXC,0.43857837
3EOATQBT,0.05474594
MDZG7EZX,0.055970147
QZ6LSSTB,0.06519125
Y7EEZYYS,0.90013605
RYKLU6HL,0.053542078
CWQ8OAQ8,0.04877727
WSFUNE28,0.84663326
9PFQKPRB,0.05364465
MCLXWKBC,0.04430073
NWDXDZEN,0.2945693
EBLDBRDR,0.15557677
CJRW5JYT,0.24582347
CMMKRNUZ,0.1765282
EATPTPY3,0.050666507
J5AGUF6Q,0.07688707
8WYO2BBG,0.3297888
9EPXIMZB,0.048967097
UZERUG9W,0.09790782
QEQ79QUC,0.0660526
ZNHVE7QZ,0.117219836
PU3J43GY,0.8196408
HWDBXAUK,0.04982436
W74BHIAD,0.06929023
MGLDAPOA,0.04935975
BYFCPDX5,0.102091834
S2QDUDEJ,0.98279864
HBYRWBWL,0.022892412
8CIAWHWZ,0.83629096
ZFYFFXT5,0.11637121
UGIADHRB,0.12608749
JDDGRBSU,0.248956
NBS2LTYW,0.31424585
DBKM3FRW,0.10545991
GLBHRXKB,0.04461045
9WDPTNCN,0.021324439
NVVVFQ9U,0.84925157
6AT635HW,0.10857487
HPHDI6NN,0.048866563
CPNAGJ95,0.0456969
FY6AFNCK,0.9847056
KWQAVZOE,0.8731839
HGBDE3LM,0.4603753
SYKEB6EV,0.056981396
9BROJWWS,0.4223495
CG8DGVAV,0.21018277
H7MT8CNK,0.06480173
GJVVWNKN,0.8357126
FXWTMJDG,0.098654166
OSNGFACM,0.060464036
PBFT55CF,0.9599049
4P8GFHSL,0.041455034
9ZZ4F4XF,0.39759535
CN4YERMU,0.8181304
8TUDLTWK,0.14742082
USFZPY7Z,0.022380525
VBJXREA8,0.037771907
9LBNXHQ2,0.19399399
PY6HCDWF,0.047185402
9VJMJR6X,0.0689407
4GAEJIQO,0.045835767
F34SD6YQ,0.063718766
HZ3BZVH6,0.15903527
9WVBAWEY,0.18715566
BPNYRSEH,0.04609457
7OGHEHO3,0.17855948
LRJZMHFT,0.053649552
PCHQW72T,0.4702724
BFJQGRFT,0.36519575
UVJ6UYBF,0.09114921
LRVO7MCH,0.21505585
EAOF4EYO,0.7930981
5HPCBEQQ,0.8796566
8FJBKABE,0.061076295
27J5UDAU,0.042475432
4MAT9RSM,0.88174176
SBDGZSY9,0.85654896
HPYN9M2Z,0.05834352
G7D2BESM,0.79337233
TWN7YQPN,0.052801333
BJRGMNFZ,0.1213678
9HFPJV3S,0.071915865
6WKJAUAG,0.04930009
BZUANVCU,0.1963988
NYWLDSFZ,0.8648347
LTW8JGAZ,0.0595479
IMDQJUTW,0.060380377
AVHZRCH8,0.23858894
LTSDWAVT,0.048100386
9WVKLADB,0.5087339
GXDSQJS2,0.041455034
4IHXKUNA,0.33765447
BTYDUQPC,0.05629499
BKCNFM72,0.11634392
UMVSSZ9N,0.0606776
N2STVKOI,0.058138616
ZZJQB3EY,0.4508423
FZJK9GH7,0.06674487
NTIWWNVB,0.04826903
NBCRWUBE,0.1744032
UBPYOBYG,0.09065708
K8RKMGVW,0.63944113
HFTH3NC2,0.038726494
759LCPDE,0.17975062
DYKME2AY,0.82692856
VZHURNZD,0.020972071
EAJJBYHU,0.3415671
T97TKZNT,0.4708046
IXOEQ2YD,0.9280177
BWKXTBCF,0.065940484
DNKPRVB3,0.2517463
JQCF2PXG,0.049676977
GIABLCP4,0.05425605
FDIC7S35,0.5876695
5RTNFJEV,0.02557347
OBZ4CU77,0.06378347
XMVX6WEB,0.14231557
MHARJGPA,0.050866492
2QI5GPDU,0.5072582
AE2NBAJ3,0.019546526
MDLANJZG,0.024708329
7TAP99MA,0.20387447
A6AMKR2Z,0.22683027
DX69CFXV,0.076446004
HKCKEKV4,0.2744953
CBNWXPJJ,0.2952783
Z3SJXFCA,0.08598522
RHTCABWR,0.8881992
ILGMVREG,0.20305556
BZK32SSP,0.051283136
25RR4UGE,0.05402044
9ZQFVNWY,0.09739367
FFSTFCAA,0.090991676
MBEDAX9Z,0.09045934
IYERPTUY,0.11152455
SBNMNBJE,0.022416472
CPWDDHBP,0.4487622
EN5EXSVB,0.03936263
EFT7687S,0.06866227
DUPIVFIW,0.05482635
HTVBHNFH,0.049103294
GFTV6AXH,0.05640272
NTNK2ZYN,0.051068097
NZ2MDLPM,0.16593745
UU4ECFQ5,0.8289529
FFWGNGVJ,0.05237444
JDQIBLRI,0.053447857
ZAWUVVWA,0.05428115
FC24V4XD,0.1931974
EKTZZYA2,0.08408968
RVRMHDD8,0.044103585
3RASGR5Y,0.20596875
QRBESHHG,0.053291474
MXYLFHSV,0.06744384
TY85POPR,0.09658633
BHXO9INE,0.04717645
S2RKLYZH,0.4287725
98GUQS9R,0.4556902
6VD8FK4Y,0.053010672
FMUHBZHQ,0.055490453
IHQY3US8,0.81053793
VDSNW6DR,0.07933676
JF8E8TCY,0.17752011
EKVBDN5B,0.14816794
LJOYHFHT,0.06102478
8WBDXKKG,0.43166938
LNAASJ6O,0.053470682
HGTW39J8,0.07307121
AMYH3YSJ,0.107953146
QZRPEWE6,0.057657354
9RBSJHBJ,0.34395486
EFZ3ADG9,0.05038308
CMQX6K9J,0.17828768
DBVXEJCR,0.05529257
PLYKWBFR,0.05644848
7QNURUDE,0.059002545
M8TD2YPV,0.2591924
JVJZVKUJ,0.8252498
XVUVCSM8,0.4997716
C9CMNJEH,0.17792185
IQLV6HTY,0.08693091
ELG7YZUM,0.046721082
PU9KWVOH,0.5062103
HAYJGRRV,0.054235812
KBKUHSLA,0.092170686
USL6KBDY,0.044099737
ZGLCSKTI,0.067387775
9JQWNRGA,0.11999722
EBVUVT88,0.0533045
9ZU5GNSK,0.17531024
EC7NIRSV,0.060010422
JJ23TDTX,0.072789185
IZWY5RYD,0.0942652
TSYCNH93,0.05246598
QSY6Q77W,0.20142093
TOBSGQ3J,0.22333212
FKGE6YRE,0.4413754
MGAYPPJE,0.050625198
IJRFUH6V,0.15720233
KX9Y3LCV,0.055044364
2ZDDJYHE,0.8334323
NBMLMYQE,0.057732627
E8XWCECR,0.24611387
5FP4HKBU,0.1325826
FUKFFD3F,0.25863168
8BDSMQUY,0.037224285
39T7KUFC,0.061655164
HZSPWI2U,0.48553878
LEJJKOWC,0.04430572
DR5F2HVS,0.83654207
BJA5TRWJ,0.3612965
NCVH9WFE,0.083452284
ME3XYUC5,0.8177844
VLCHSDHG,0.0668741
59CV3HQQ,0.15572478
JTAEBBQM,0.044607166
OBHDYLE2,0.21374206
EUEGA65T,0.05002944
MO9XWHWE,0.14660242
K3JSVGHE,0.053711087
JFHAQZQM,0.066705026
22IQJE4I,0.8155081
F57YH86H,0.057625275
BPNYWIPI,0.05672789
FJB78783,0.10123352
DIVE6ZUL,0.07130614
YACVPC9M,0.24310291
A3FM9UVE,0.05411799
9NE6ZC2Q,0.10701228
4NHTDBJN,0.09688407
3FH863BT,0.02150739
3UBBVIGN,0.3623857
NNP9TLV2,0.3784245
SA7VUUTE,0.041174233
ROG7ONJG,0.47895536
ICEBXJHF,0.095351145
HFTYHFAZ,0.065558344
EC5IQBEK,0.054463778
VQPXGNJV,0.041361153
BNE8WOYV,0.83327335
MKEXSYJN,0.053994674
B2MY2KQE,0.1343805
GZVND3WE,0.37296435
JZ8ASRBZ,0.9663548
UMQWVVHH,0.8434061
MDGISGP7,0.04488573
JMVHKVGP,0.040683053
G5GPWASE,0.52872914
A9H3PMBD,0.04820387
DKEMLQCU,0.8286762
VVPNRFRF,0.91534024
AVIBMJNL,0.21125832
3FNEIWTQ,0.044739954
WMQIVFIH,0.08880654
GUSEEXX5,0.3039633
HZBZ7QMH,0.050560717
KMTZWEXS,0.024761453
62AXBXBL,0.093478255
FW6GESXM,0.03588902
A67RATVB,0.05187746
HUWJHKEG,0.051064007
KCHF33KH,0.1527583
CJUKTB4B,0.07653016
FA8NWHGK,0.07930816
6UZE4NSH,0.84795004
4UUZBMXW,0.20300023
QMRXRYDB,0.039156903
M3A5BVAC,0.9342897
II63YKTB,0.071149826
4OYB27TY,0.25111437
IEN9X6H8,0.1155489
U9VVATUM,0.24743277
SFOYCMRR,0.56713426
O7WYJHA5,0.29502362
STEKRYHT,0.021856777
QSX9J6OF,0.28255823
EVT46GYN,0.036254644
IQHUPR8Z,0.06402606
98WUTF8M,0.023469236
5JUSHPUM,0.04957643
9FMK8FZU,0.04892423
WPWW4JUN,0.5636097
8QUXAAHS,0.1180894
EU8RGIP7,0.065826036
BFT7ZJQO,0.045393072
4EQAO8W3,0.8794224
F3RWQSVQ,0.21589693
FUA3S84W,0.05405555
G9WITTNH,0.055532895
TE4CM6N8,0.989488
L93TY7Q6,0.02596268
MK46HOFS,0.24090569
NSUSAJ7C,0.03298824
ZQXJP6PH,0.12463486
YX6PNVKN,0.04862206
7V7IJDSU,0.25207624
BSDHE7F2,0.32714507
DV5EXZEZ,0.74145496
VDKS85PW,0.3718623
4W48SFHV,0.45146295
ANGVCUXZ,0.05560681
IOST7D8C,0.5921957
HAQAECZX,0.031299286
GAB49KQU,0.7797055
GEBCXWCU,0.091711745
JPT2DAGQ,0.5393819
RXYEGKFP,0.5838175
4R6HCRNW,0.047779325
MWRTSE9B,0.057716556
JAC7FJCA,0.45011288
5DCT43QX,0.024801016
GFZMAKDD,0.05597224
8WVWSZNF,0.054331645
KCBVOKZ8,0.8489134
NRCEX3F3,0.057723895
59KYREQZ,0.056308247
S2HTHOYG,0.05253038
98QJA4ZA,0.052281633
8S27HJRE,0.2180547
MTEWWARX,0.052821428
PH8LQUCB,0.22848678
BYB9URVZ,0.73788756
3TYYHEQU,0.07056613
WTOPV47E,0.83359736
HGNGPJXH,0.3453212
LE5M9QWH,0.061766908
7YR3Z54H,0.08623185
9DLYZCUW,0.85359097
RKYQQQL5,0.20043713
5UTFCCXZ,0.23221281
JCYRCTNE,0.8070405
AJIVJ4WE,0.23819923
JTCERL4D,0.066350296
XWS2DC9M,0.049379267
TVIX5INS,0.82998437
CIQZ4NJS,0.09833287
EJRPJ86R,0.054615576
HPQBQGWQ,0.05416553
FR38HJFG,0.86665386
JPXNNMXQ,0.48347098
HWED8UBF,0.81759834
CJ6ILARS,0.038337927
MBCCSXEA,0.0537239
4S84NTNM,0.063054524
ADGV3FDY,0.16293742
HSAJUCOR,0.4619732
HHV3JEXF,0.034792986
DHARALYV,0.08087237
KBVN65GH,0.05131067
UYHCQN7W,0.06527501
9VXSCU6F,0.07038549
F2DBEMXE,0.2439796
6VN358PX,0.067512944
T2J5Y8NB,0.022491403
HPXJGYEZ,0.97901386
CS5NAYPP,0.46354926
2UC6R5XE,0.81973076
KZ8TKYP4,0.056032073
Y8XIC3AH,0.2140518
GCT9PSGP,0.053935166
MPQQFX4I,0.07686718
8VCZYPZD,0.048180804
JCIQPZLE,0.053956274
AYSUMKSF,0.1174479
VVAVU9BN,0.29340127
F3NBRACB,0.05299663
FPIGVTHX,0.06296646
X7XNXJVW,0.04803544
JEKWRXYH,0.49199405
MNGYZO5U,0.05348146
FXPCJ7GE,0.8753874
BUXRB7CD,0.064445645
JV4MCTHN,0.041402392
JUFQ5PVJ,0.4029324
ENLVSM6O,0.19143
CJHC43KV,0.28634006
N4NSCGHE,0.43175003
FUVHQRWB,0.053227518
GTQHBCF7,0.39885044
DSB6DIRV,0.09690846
BVUKQQRV,0.037076958
KZCHX6LW,0.7500416
M5XAM7HE,0.052525472
YODUTYZU,0.84393775
JEREISWR,0.3776326
FTHIZFGT,0.19022435
7TCFIDRX,0.035770126
V8CRCBLR,0.05029568
XEDZWKEX,0.44039467
RAD4GZKE,0.055692308
FY8NXMD2,0.022957275
KVZXQCUM,0.34695125
JXRP92WY,0.040586974
IYA3LI6E,0.103497215
FXEUAUMU,0.22953574
KXVZ3BNR,0.02886548
FTDASK8G,0.5604134
JZQZ7RWM,0.05602031
HNPMBXDN,0.0556104
3SUTYK7Z,0.049787343
EHAW2L37,0.04897913
H5HWWKTM,0.12606533
BQVSKRPN,0.04952918
EUK3CR9A,0.16732034
VRMGCTGP,0.054800186
ENDZJZGR,0.059987843
NSSYQFVN,0.06009545
7TRWUSYQ,0.9750138
7Z6JWBCW,0.051266994
7DR4UVAZ,0.17632796
H7YECJLG,0.27100933
CUNTRPMN,0.8497929
VQQEMTVX,0.067989245
NWMFKQLZ,0.06281278
FIUW4SGY,0.050208177
JCVXZSJS,0.06492948
VZRUA5XP,0.4379745
923REBWY,0.049982883
3FKWHVLC,0.053002756
V8JTYKKL,0.18229125
A4MRC8NU,0.52090424
CQJTCLCJ,0.4518116
L9O3NMDQ,0.04645033
7DFWCHAN,0.048436772
NK7CWSGK,0.35894826
OLLGNEK9,0.050215878
KVOLRR62,0.069924906
KAI7SJGY,0.22996797
5LYDNC27,0.12985384
LPGW9PN3,0.08931404
4WA5JPWP,0.053012382
GCDXLWAN,0.20829675
7V6GQUOD,0.2822428
ENYQCCWM,0.03918139
B3BUXXA4,0.19167472
PC7INMMF,0.19059601
6PJ9NW3X,0.37983078
DXYC8WIG,0.86918044
DPKUYNJK,0.18051197
6ZRSCJ6J,0.83181876
CPX4EYVB,0.5549581
T28RFIEL,0.054258674
D4GXBMM8,0.12197419
JMQJAZHA,0.19078685
RZSFMVB9,0.45274863
T2QWMIDV,0.37489867
GRM6UHIW,0.048589338
X2SD7FMK,0.21368629
I4SENFDI,0.047719195
YSNU9M3K,0.7125942
USGXXPJH,0.50750065
QPQZPSMH,0.07419811
QPZDTV5V,0.048087355
H28ZERNP,0.946741
UNWHQWCY,0.09460432
7N8BRMDU,0.061564922
DFMGCWHV,0.08410108
8FP6ENF4,0.46480608
FAO6XGQE,0.06859691
X5FCJHQ5,0.048557363
GGFPEVFR,0.09596816
AP9SCCXC,0.14510706
WONWP8QB,0.052519716
CWEKUQ4P,0.8238381
C5CGJVQZ,0.84151655
HO4YRWYD,0.039478667
HLIYGGYA,0.047055755
QKAJK2VB,0.4638466
